Dato	Time	P_mm	T_minC	T_maxC	F_MetaRiverStation
dd.mm.yyyy	hh:mm:ss	mm	grC	grC	m3/s
20.7.2008	0:00:00	0.0	17.689	24.748	3205.0
21.7.2008	0:00:00	13.934	17.436	24.795	3013.0
22.7.2008	0:00:00	11.508	17.655	23.654	2887.0
23.7.2008	0:00:00	0.106	16.626	24.443	2870.0
24.7.2008	0:00:00	14.997	17.94	24.75	2794.0
25.7.2008	0:00:00	18.499	18.234	22.722	2717.0
26.7.2008	0:00:00	24.99	18.109	23.209	2768.0
27.7.2008	0:00:00	2.403	17.405	24.892	3078.0
28.7.2008	0:00:00	14.087	17.33	23.53	3101.0
29.7.2008	0:00:00	10.766	17.789	24.825	3216.0
30.7.2008	0:00:00	10.495	17.604	24.32	3261.0
31.7.2008	0:00:00	15.841	17.559	25.464	3278.0
1.8.2008	0:00:00	0.605	18.279	24.53	3162.0
2.8.2008	0:00:00	14.52	17.952	25.426	2836.0
3.8.2008	0:00:00	3.338	17.566	23.73	2734.0
4.8.2008	0:00:00	18.605	17.779	25.52	2572.0
5.8.2008	0:00:00	0.043	17.661	26.213	2304.0
6.8.2008	0:00:00	27.874	18.144	22.25	2070.0
7.8.2008	0:00:00	0.0	16.674	25.372	2099.0
8.8.2008	0:00:00	0.011	17.226	24.946	1839.0
9.8.2008	0:00:00	7.267	16.652	24.757	1647.0
10.8.2008	0:00:00	2.101	17.926	24.729	1562.0
11.8.2008	0:00:00	9.331	16.816	23.675	2034.0
12.8.2008	0:00:00	0.452	17.388	25.975	2773.0
13.8.2008	0:00:00	7.219	17.801	24.379	2187.0
14.8.2008	0:00:00	5.529	17.221	24.583	1862.0
15.8.2008	0:00:00	2.814	17.798	26.112	1649.0
16.8.2008	0:00:00	1.382	17.398	24.862	1513.0
17.8.2008	0:00:00	3.975	18.046	25.127	1416.0
18.8.2008	0:00:00	15.458	18.165	23.951	1418.0
19.8.2008	0:00:00	26.705	18.201	24.466	1705.0
20.8.2008	0:00:00	2.226	17.21	25.17	1701.0
21.8.2008	0:00:00	5.248	17.582	26.409	1581.0
22.8.2008	0:00:00	10.471	17.689	24.788	1558.0
23.8.2008	0:00:00	13.929	17.488	25.54	1676.0
24.8.2008	0:00:00	32.407	18.811	25.203	2039.0
25.8.2008	0:00:00	3.744	18.209	26.371	2493.0
26.8.2008	0:00:00	3.261	18.188	25.142	2621.0
27.8.2008	0:00:00	0.0	16.918	26.835	2260.0
28.8.2008	0:00:00	12.946	17.57	26.189	1871.0
29.8.2008	0:00:00	3.758	17.988	24.312	1643.0
30.8.2008	0:00:00	19.73	18.134	25.977	1878.0
31.8.2008	0:00:00	0.185	17.403	25.743	2040.0
1.9.2008	0:00:00	1.249	17.892	25.874	1729.0
2.9.2008	0:00:00	5.681	17.979	26.255	1448.0
3.9.2008	0:00:00	0.844	18.272	26.349	1602.0
4.9.2008	0:00:00	24.108	18.179	23.78	1331.0
5.9.2008	0:00:00	12.586	18.256	26.134	1524.0
6.9.2008	0:00:00	14.724	17.567	26.822	1707.0
7.9.2008	0:00:00	18.13	18.625	24.362	1625.0
8.9.2008	0:00:00	2.38	17.424	24.225	1803.0
9.9.2008	0:00:00	2.609	17.962	24.975	1756.0
10.9.2008	0:00:00	0.0	16.688	24.685	2034.0
11.9.2008	0:00:00	2.517	17.558	25.662	1647.0
12.9.2008	0:00:00	11.127	17.0	25.745	1470.0
13.9.2008	0:00:00	0.215	17.712	25.809	1402.0
14.9.2008	0:00:00	23.658	18.054	24.297	1470.0
15.9.2008	0:00:00	14.59	17.654	23.504	1743.0
16.9.2008	0:00:00	0.158	18.042	24.501	2536.0
17.9.2008	0:00:00	11.552	18.049	25.292	2164.0
18.9.2008	0:00:00	0.106	16.156	26.959	1978.0
19.9.2008	0:00:00	19.632	17.366	25.09	1725.0
20.9.2008	0:00:00	0.0	17.911	25.372	2164.0
21.9.2008	0:00:00	0.163	17.203	26.332	1789.0
22.9.2008	0:00:00	30.297	17.648	24.412	1548.0
23.9.2008	0:00:00	4.117	16.858	25.858	2008.0
24.9.2008	0:00:00	2.08	18.675	25.62	2300.0
25.9.2008	0:00:00	19.29	18.384	25.128	1813.0
26.9.2008	0:00:00	2.931	18.162	24.389	1775.0
27.9.2008	0:00:00	13.415	18.132	25.98	1761.0
28.9.2008	0:00:00	1.926	17.084	26.459	1552.0
29.9.2008	0:00:00	19.388	17.581	26.123	1461.0
30.9.2008	0:00:00	2.012	17.682	26.617	1871.0
1.10.2008	0:00:00	7.846	17.508	25.897	1711.0
2.10.2008	0:00:00	1.375	17.781	25.968	1720.0
3.10.2008	0:00:00	0.491	16.554	27.219	1466.0
4.10.2008	0:00:00	3.53	17.922	25.702	1316.0
5.10.2008	0:00:00	21.807	18.637	25.315	1260.0
6.10.2008	0:00:00	12.72	18.384	26.497	1376.0
7.10.2008	0:00:00	28.186	17.496	23.216	1688.0
8.10.2008	0:00:00	0.257	17.474	25.963	2153.0
9.10.2008	0:00:00	0.243	17.197	25.957	2153.0
10.10.2008	0:00:00	1.628	17.572	25.368	2170.0
11.10.2008	0:00:00	9.223	18.453	25.911	1697.0
12.10.2008	0:00:00	20.145	18.132	24.985	1548.0
13.10.2008	0:00:00	6.736	18.238	25.692	1638.0
14.10.2008	0:00:00	24.516	18.279	24.526	1866.0
15.10.2008	0:00:00	1.136	17.825	25.908	2499.0
16.10.2008	0:00:00	2.209	18.023	26.56	2414.0
17.10.2008	0:00:00	25.198	18.465	24.863	2336.0
18.10.2008	0:00:00	4.474	18.306	24.998	2421.0
19.10.2008	0:00:00	4.437	18.314	26.711	2051.0
20.10.2008	0:00:00	10.701	18.355	25.571	1756.0
21.10.2008	0:00:00	8.642	18.218	26.318	1734.0
22.10.2008	0:00:00	2.978	18.004	26.637	2034.0
23.10.2008	0:00:00	0.721	18.523	26.542	1831.0
24.10.2008	0:00:00	2.972	16.594	26.647	1607.0
25.10.2008	0:00:00	0.956	17.105	25.588	1331.0
26.10.2008	0:00:00	13.357	18.746	25.625	1296.0
27.10.2008	0:00:00	16.193	18.307	25.839	1566.0
28.10.2008	0:00:00	6.913	18.232	23.882	1686.0
29.10.2008	0:00:00	0.0	18.212	27.14	1839.0
30.10.2008	0:00:00	5.13	17.393	26.907	1963.0
31.10.2008	0:00:00	9.924	17.555	26.281	1711.0
1.11.2008	0:00:00	25.541	18.444	24.265	1512.0
2.11.2008	0:00:00	9.758	18.751	24.257	1727.0
3.11.2008	0:00:00	20.742	18.14	24.491	2082.0
4.11.2008	0:00:00	35.271	18.447	23.89	2264.0
5.11.2008	0:00:00	13.706	17.183	25.2	2877.0
6.11.2008	0:00:00	0.065	17.935	26.536	2965.0
7.11.2008	0:00:00	0.047	18.016	26.403	2959.0
8.11.2008	0:00:00	0.215	17.844	26.391	2917.0
9.11.2008	0:00:00	0.136	17.393	26.774	2566.0
10.11.2008	0:00:00	0.0	18.168	26.801	2003.0
11.11.2008	0:00:00	0.0	18.49	26.53	1615.0
12.11.2008	0:00:00	1.512	18.803	25.33	1382.0
13.11.2008	0:00:00	5.7	18.999	24.914	1291.0
14.11.2008	0:00:00	0.986	18.962	24.839	1210.0
15.11.2008	0:00:00	13.423	18.443	24.816	1226.0
16.11.2008	0:00:00	13.595	18.924	26.01	1171.0
17.11.2008	0:00:00	4.591	18.214	26.156	1175.0
18.11.2008	0:00:00	27.79	18.603	24.432	1214.0
19.11.2008	0:00:00	6.752	19.032	24.695	1382.0
20.11.2008	0:00:00	31.49	18.741	24.291	1806.0
21.11.2008	0:00:00	15.282	18.43	24.868	2594.0
22.11.2008	0:00:00	19.653	18.618	23.219	2880.0
23.11.2008	0:00:00	5.177	18.77	25.408	3203.0
24.11.2008	0:00:00	14.006	18.645	25.746	3030.0
25.11.2008	0:00:00	3.142	17.997	26.048	2696.0
26.11.2008	0:00:00	24.389	18.889	21.723	2311.0
27.11.2008	0:00:00	0.387	18.039	24.666	2045.0
28.11.2008	0:00:00	6.277	18.739	25.714	1898.0
29.11.2008	0:00:00	5.431	18.944	25.383	1822.0
30.11.2008	0:00:00	2.525	18.863	25.913	1880.0
1.12.2008	0:00:00	0.225	18.518	26.403	1729.0
2.12.2008	0:00:00	7.138	18.417	25.618	1571.0
3.12.2008	0:00:00	4.84	17.499	26.426	1744.0
4.12.2008	0:00:00	8.344	18.05	26.78	1809.0
5.12.2008	0:00:00	0.0	17.202	25.292	1644.0
6.12.2008	0:00:00	0.0	18.007	26.104	1363.0
7.12.2008	0:00:00	3.04	18.394	23.185	1129.0
8.12.2008	0:00:00	27.068	18.321	24.379	1060.0
9.12.2008	0:00:00	0.869	17.533	24.599	1074.0
10.12.2008	0:00:00	0.0	17.368	23.964	1039.0
11.12.2008	0:00:00	0.358	17.569	25.63	940.0
12.12.2008	0:00:00	1.814	18.198	24.904	873.0
13.12.2008	0:00:00	5.275	17.395	23.978	813.3
14.12.2008	0:00:00	12.836	18.176	24.959	829.0
15.12.2008	0:00:00	0.719	18.018	26.783	1164.0
16.12.2008	0:00:00	0.083	17.513	26.667	1090.0
17.12.2008	0:00:00	0.0	16.589	25.213	915.0
18.12.2008	0:00:00	0.017	18.133	25.231	804.9
19.12.2008	0:00:00	0.0	16.403	25.906	740.3
20.12.2008	0:00:00	0.0	18.312	25.077	707.9
21.12.2008	0:00:00	0.0	18.559	24.132	739.3
22.12.2008	0:00:00	0.025	18.156	25.875	653.2
23.12.2008	0:00:00	0.088	17.07	27.227	616.5
24.12.2008	0:00:00	0.002	17.382	27.035	573.9
25.12.2008	0:00:00	0.011	17.768	25.722	517.9
26.12.2008	0:00:00	0.0	18.023	26.399	472.8
27.12.2008	0:00:00	0.0	17.363	26.428	472.8
28.12.2008	0:00:00	0.0	17.722	27.217	477.6
29.12.2008	0:00:00	0.0	17.623	26.54	466.4
30.12.2008	0:00:00	0.0	18.092	27.116	415.2
31.12.2008	0:00:00	0.009	18.326	26.791	420.0
1.1.2009	0:00:00	0.0	17.872	26.595	389.6
2.1.2009	0:00:00	0.0	18.338	26.544	370.4
3.1.2009	0:00:00	0.0	18.805	27.353	388.0
4.1.2009	0:00:00	0.0	17.654	27.455	426.4
5.1.2009	0:00:00	0.016	18.713	26.845	373.6
6.1.2009	0:00:00	0.285	18.682	25.25	384.8
7.1.2009	0:00:00	0.069	18.973	25.192	412.0
8.1.2009	0:00:00	0.052	17.31	26.887	415.2
9.1.2009	0:00:00	0.0	17.899	25.571	428.0
10.1.2009	0:00:00	0.0	17.484	24.898	421.6
11.1.2009	0:00:00	0.0	17.437	27.01	413.6
12.1.2009	0:00:00	0.035	18.617	24.036	352.8
13.1.2009	0:00:00	0.707	18.741	24.465	305.6
14.1.2009	0:00:00	0.0	16.523	26.3	339.4
15.1.2009	0:00:00	0.0	17.501	26.929	391.2
16.1.2009	0:00:00	0.0	17.224	26.71	375.2
17.1.2009	0:00:00	1.409	18.893	25.745	357.5
18.1.2009	0:00:00	0.346	17.692	27.378	368.8
19.1.2009	0:00:00	2.426	19.152	24.194	338.8
20.1.2009	0:00:00	21.864	18.101	23.532	321.5
21.1.2009	0:00:00	1.55	17.237	25.912	354.3
22.1.2009	0:00:00	8.385	18.45	26.03	400.8
23.1.2009	0:00:00	12.966	18.466	24.214	444.0
24.1.2009	0:00:00	2.739	18.98	24.874	485.6
25.1.2009	0:00:00	0.0	17.456	25.758	634.4
26.1.2009	0:00:00	0.0	18.067	26.137	543.2
27.1.2009	0:00:00	0.0	16.885	27.489	444.0
28.1.2009	0:00:00	0.668	17.327	26.693	394.4
29.1.2009	0:00:00	0.0	18.81	28.116	381.6
30.1.2009	0:00:00	0.19	18.371	26.36	399.2
31.1.2009	0:00:00	33.96	18.839	22.854	391.2
1.2.2009	0:00:00	22.786	17.435	25.72	370.8
2.2.2009	0:00:00	5.286	17.358	24.854	533.6
3.2.2009	0:00:00	0.0	16.932	26.432	573.9
4.2.2009	0:00:00	1.428	17.807	27.061	573.9
5.2.2009	0:00:00	0.241	17.271	26.477	513.4
6.2.2009	0:00:00	0.0	17.648	25.634	452.0
7.2.2009	0:00:00	0.0	18.484	26.452	418.4
8.2.2009	0:00:00	0.075	18.216	27.595	432.8
9.2.2009	0:00:00	0.0	17.697	27.33	381.1
10.2.2009	0:00:00	0.0	18.77	27.307	357.6
11.2.2009	0:00:00	1.233	18.605	23.573	380.0
12.2.2009	0:00:00	3.069	18.461	23.203	341.4
13.2.2009	0:00:00	0.507	17.678	27.539	342.0
14.2.2009	0:00:00	0.53	18.765	24.952	452.0
15.2.2009	0:00:00	0.346	18.134	26.674	474.1
16.2.2009	0:00:00	0.744	18.159	28.384	397.6
17.2.2009	0:00:00	1.054	18.442	27.21	368.8
18.2.2009	0:00:00	0.0	18.995	25.968	342.0
19.2.2009	0:00:00	0.848	18.344	25.38	345.5
20.2.2009	0:00:00	0.0	17.871	26.255	364.0
21.2.2009	0:00:00	0.035	18.678	26.17	347.9
22.2.2009	0:00:00	0.034	17.042	27.967	316.1
23.2.2009	0:00:00	0.0	17.573	26.906	277.3
24.2.2009	0:00:00	0.028	19.024	27.574	233.0
25.2.2009	0:00:00	0.267	19.235	27.903	277.3
26.2.2009	0:00:00	0.065	18.566	28.275	268.7
27.2.2009	0:00:00	0.0	19.53	27.2	300.6
28.2.2009	0:00:00	0.737	19.41	26.93	287.1
1.3.2009	0:00:00	4.349	19.009	25.547	282.2
2.3.2009	0:00:00	0.105	18.884	27.861	266.2
3.3.2009	0:00:00	8.917	18.924	26.687	252.7
4.3.2009	0:00:00	0.525	19.219	24.26	278.5
5.3.2009	0:00:00	0.161	18.723	26.973	316.6
6.3.2009	0:00:00	0.0	18.918	26.845	360.8
7.3.2009	0:00:00	0.058	18.624	27.951	328.2
8.3.2009	0:00:00	0.7	18.526	26.621	272.4
9.3.2009	0:00:00	0.552	18.039	27.433	293.3
10.3.2009	0:00:00	0.659	18.387	27.082	306.8
11.3.2009	0:00:00	0.147	18.296	28.352	295.7
12.3.2009	0:00:00	4.034	17.934	27.843	288.3
13.3.2009	0:00:00	0.167	18.975	27.291	293.3
14.3.2009	0:00:00	0.0	18.245	27.442	260.0
15.3.2009	0:00:00	14.304	20.076	26.456	278.5
16.3.2009	0:00:00	0.662	18.97	23.907	308.0
17.3.2009	0:00:00	5.743	19.086	26.102	331.3
18.3.2009	0:00:00	1.623	19.183	25.833	448.8
19.3.2009	0:00:00	5.762	19.009	24.812	410.4
20.3.2009	0:00:00	22.352	18.84	24.504	381.6
21.3.2009	0:00:00	7.741	18.628	23.879	426.4
22.3.2009	0:00:00	8.209	18.624	23.913	618.7
23.3.2009	0:00:00	12.293	18.829	24.422	553.8
24.3.2009	0:00:00	3.664	18.14	24.302	670.2
25.3.2009	0:00:00	3.605	18.736	25.358	703.8
26.3.2009	0:00:00	2.328	19.132	26.552	663.5
27.3.2009	0:00:00	7.228	19.203	27.15	589.6
28.3.2009	0:00:00	0.02	18.076	27.427	520.2
29.3.2009	0:00:00	20.353	19.143	24.831	560.5
30.3.2009	0:00:00	1.064	18.419	27.883	492.3
31.3.2009	0:00:00	10.87	19.685	24.88	551.5
1.4.2009	0:00:00	0.473	18.645	26.428	646.7
2.4.2009	0:00:00	28.184	19.004	24.086	840.2
3.4.2009	0:00:00	3.35	17.863	26.193	974.6
4.4.2009	0:00:00	0.675	18.97	27.65	806.6
5.4.2009	0:00:00	0.0	19.011	28.725	693.4
6.4.2009	0:00:00	0.0	18.962	29.095	635.0
7.4.2009	0:00:00	3.256	18.765	28.82	634.4
8.4.2009	0:00:00	45.294	18.991	23.448	1545.0
9.4.2009	0:00:00	2.5	19.003	24.239	1484.0
10.4.2009	0:00:00	23.766	19.118	24.543	1324.0
11.4.2009	0:00:00	3.399	17.96	26.966	1187.0
12.4.2009	0:00:00	18.224	18.894	24.823	1002.0
13.4.2009	0:00:00	8.499	19.404	25.924	1064.0
14.4.2009	0:00:00	0.405	19.105	25.463	960.5
15.4.2009	0:00:00	3.044	18.656	25.706	919.6
16.4.2009	0:00:00	1.197	18.269	26.489	822.6
17.4.2009	0:00:00	1.404	18.761	24.171	816.6
18.4.2009	0:00:00	0.039	18.918	25.13	788.1
19.4.2009	0:00:00	21.315	18.009	25.48	1164.0
20.4.2009	0:00:00	20.31	18.823	22.977	1751.0
21.4.2009	0:00:00	0.437	18.817	24.27	2147.0
22.4.2009	0:00:00	10.789	18.081	24.998	1831.0
23.4.2009	0:00:00	12.129	18.61	25.273	1702.0
24.4.2009	0:00:00	0.952	19.474	26.842	1455.0
25.4.2009	0:00:00	0.769	19.135	27.323	1256.0
26.4.2009	0:00:00	0.05	18.548	26.104	1001.0
27.4.2009	0:00:00	1.394	18.518	26.249	968.4
28.4.2009	0:00:00	8.206	19.416	23.589	1400.0
29.4.2009	0:00:00	0.098	18.226	26.081	1226.0
30.4.2009	0:00:00	40.202	18.814	23.811	1226.0
1.5.2009	0:00:00	5.772	18.683	24.52	1205.0
2.5.2009	0:00:00	24.6	18.891	25.884	1515.0
3.5.2009	0:00:00	19.16	18.018	26.602	1851.0
4.5.2009	0:00:00	12.423	18.879	23.404	1809.0
5.5.2009	0:00:00	6.24	19.007	25.409	1693.0
6.5.2009	0:00:00	5.265	18.971	24.111	1806.0
7.5.2009	0:00:00	19.76	19.189	25.428	1704.0
8.5.2009	0:00:00	11.556	18.415	24.789	1810.0
9.5.2009	0:00:00	12.735	18.582	24.145	1960.0
10.5.2009	0:00:00	0.586	18.854	25.947	1808.0
11.5.2009	0:00:00	6.144	18.823	25.648	1631.0
12.5.2009	0:00:00	10.789	17.602	26.627	1551.0
13.5.2009	0:00:00	6.775	18.52	26.11	1534.0
14.5.2009	0:00:00	20.695	18.555	25.033	1491.0
15.5.2009	0:00:00	1.813	18.059	26.853	1535.0
16.5.2009	0:00:00	1.256	17.979	26.422	1422.0
17.5.2009	0:00:00	31.375	18.608	23.993	1305.0
18.5.2009	0:00:00	9.411	18.068	24.889	1674.0
19.5.2009	0:00:00	6.54	18.153	23.364	1596.0
20.5.2009	0:00:00	0.017	18.411	25.387	1383.0
21.5.2009	0:00:00	9.559	18.094	24.488	1701.0
22.5.2009	0:00:00	2.071	18.48	25.351	2461.0
23.5.2009	0:00:00	2.076	18.195	25.937	1686.0
24.5.2009	0:00:00	0.07	17.967	25.568	1443.0
25.5.2009	0:00:00	3.793	17.74	26.197	1319.0
26.5.2009	0:00:00	0.0	16.894	26.172	1171.0
27.5.2009	0:00:00	3.647	18.296	26.658	1011.0
28.5.2009	0:00:00	33.992	17.858	25.647	899.4
29.5.2009	0:00:00	0.852	18.537	26.225	1237.0
30.5.2009	0:00:00	0.0	17.165	27.738	1613.0
31.5.2009	0:00:00	4.074	17.272	26.77	1559.0
1.6.2009	0:00:00	0.086	18.132	27.219	1288.0
2.6.2009	0:00:00	0.095	18.132	26.437	1064.0
3.6.2009	0:00:00	67.144	18.198	22.653	1438.0
4.6.2009	0:00:00	0.043	18.71	22.707	2271.0
5.6.2009	0:00:00	4.657	18.351	22.037	2167.0
6.6.2009	0:00:00	0.0	17.989	25.05	2498.0
7.6.2009	0:00:00	5.443	17.766	24.686	2369.0
8.6.2009	0:00:00	12.491	18.456	23.861	2193.0
9.6.2009	0:00:00	2.502	17.127	24.821	2078.0
10.6.2009	0:00:00	34.013	18.045	24.478	2009.0
11.6.2009	0:00:00	11.831	18.119	23.564	2116.0
12.6.2009	0:00:00	18.371	17.909	22.123	2695.0
13.6.2009	0:00:00	44.021	17.545	23.047	3214.0
14.6.2009	0:00:00	3.627	16.775	25.0	3446.0
15.6.2009	0:00:00	3.082	18.028	26.696	3517.0
16.6.2009	0:00:00	19.296	18.818	24.98	3492.0
17.6.2009	0:00:00	29.195	17.977	24.95	3400.0
18.6.2009	0:00:00	3.82	18.182	23.798	3333.0
19.6.2009	0:00:00	0.245	17.413	25.091	3261.0
20.6.2009	0:00:00	12.675	18.391	24.926	3091.0
21.6.2009	0:00:00	10.111	17.266	24.693	2900.0
22.6.2009	0:00:00	18.389	17.944	24.524	2653.0
23.6.2009	0:00:00	29.161	17.658	22.289	2968.0
24.6.2009	0:00:00	0.018	17.082	25.322	2956.0
25.6.2009	0:00:00	12.272	16.213	22.429	2817.0
26.6.2009	0:00:00	1.17	17.271	24.423	2509.0
27.6.2009	0:00:00	14.303	17.682	23.816	2158.0
28.6.2009	0:00:00	5.319	17.909	23.637	2019.0
29.6.2009	0:00:00	12.289	18.13	26.216	2235.0
30.6.2009	0:00:00	16.391	18.055	23.302	2487.0
1.7.2009	0:00:00	64.245	17.902	22.968	2390.0
2.7.2009	0:00:00	11.292	18.133	23.556	2674.0
3.7.2009	0:00:00	5.073	18.222	21.489	3045.0
4.7.2009	0:00:00	1.625	17.488	23.24	3113.0
5.7.2009	0:00:00	0.0	17.724	25.126	3199.0
6.7.2009	0:00:00	22.821	16.809	22.672	3228.0
7.7.2009	0:00:00	0.083	17.926	25.124	3228.0
8.7.2009	0:00:00	58.197	17.969	22.105	3190.0
9.7.2009	0:00:00	8.436	17.798	24.735	3330.0
10.7.2009	0:00:00	0.85	17.749	24.181	3582.0
11.7.2009	0:00:00	1.933	18.043	22.659	3698.0
12.7.2009	0:00:00	0.0	17.347	24.13	3723.0
13.7.2009	0:00:00	0.0	17.396	25.015	3644.0
14.7.2009	0:00:00	29.847	17.956	22.544	3333.0
15.7.2009	0:00:00	3.85	16.48	21.496	3294.0
16.7.2009	0:00:00	0.0	17.632	24.479	3315.0
17.7.2009	0:00:00	8.662	18.949	24.685	3145.0
18.7.2009	0:00:00	0.0	17.495	23.764	2987.0
19.7.2009	0:00:00	1.366	17.171	25.654	2960.0
20.7.2009	0:00:00	7.964	18.167	26.087	2754.0
21.7.2009	0:00:00	14.696	17.52	25.068	2387.0
22.7.2009	0:00:00	0.412	18.396	25.842	2249.0
23.7.2009	0:00:00	12.69	17.616	24.153	2125.0
24.7.2009	0:00:00	2.733	19.195	25.409	1692.0
25.7.2009	0:00:00	14.781	18.239	24.803	1675.0
26.7.2009	0:00:00	42.784	18.152	23.26	1702.0
27.7.2009	0:00:00	14.63	18.115	23.126	1986.0
28.7.2009	0:00:00	0.042	18.014	22.891	2112.0
29.7.2009	0:00:00	0.369	18.413	21.794	2347.0
30.7.2009	0:00:00	0.0	18.21	24.116	2310.0
31.7.2009	0:00:00	0.497	17.624	24.503	2179.0
1.8.2009	0:00:00	0.757	18.123	23.713	2074.0
2.8.2009	0:00:00	0.0	17.642	25.118	1976.0
3.8.2009	0:00:00	2.591	18.369	24.812	1794.0
4.8.2009	0:00:00	26.141	18.489	23.653	1566.0
5.8.2009	0:00:00	3.071	18.8	24.133	1593.0
6.8.2009	0:00:00	6.95	18.291	23.985	1767.0
7.8.2009	0:00:00	17.123	17.453	24.568	1798.0
8.8.2009	0:00:00	18.595	18.009	22.834	2003.0
9.8.2009	0:00:00	6.523	18.009	24.358	2293.0
10.8.2009	0:00:00	0.083	16.948	24.868	2361.0
11.8.2009	0:00:00	12.725	18.108	23.474	2041.0
12.8.2009	0:00:00	0.14	18.29	24.588	2293.0
13.8.2009	0:00:00	5.508	18.403	24.315	2292.0
14.8.2009	0:00:00	16.777	18.02	25.513	2335.0
15.8.2009	0:00:00	0.09	17.489	24.422	2667.0
16.8.2009	0:00:00	3.376	17.48	24.986	2475.0
17.8.2009	0:00:00	36.574	18.13	26.488	2065.0
18.8.2009	0:00:00	0.541	18.5	25.904	2152.0
19.8.2009	0:00:00	6.777	18.486	27.54	2168.0
20.8.2009	0:00:00	10.298	18.362	26.805	2075.0
21.8.2009	0:00:00	40.396	18.052	25.898	2348.0
22.8.2009	0:00:00	1.423	18.303	26.946	3021.0
23.8.2009	0:00:00	9.936	17.664	26.017	3151.0
24.8.2009	0:00:00	5.778	18.521	27.143	2735.0
25.8.2009	0:00:00	3.952	18.852	24.459	2327.0
26.8.2009	0:00:00	39.151	18.683	22.758	1943.0
27.8.2009	0:00:00	0.0	17.814	24.568	2187.0
28.8.2009	0:00:00	2.075	17.855	24.072	2400.0
29.8.2009	0:00:00	0.072	18.295	25.166	2974.0
30.8.2009	0:00:00	8.147	17.436	26.023	2640.0
31.8.2009	0:00:00	14.432	17.975	26.044	2650.0
1.9.2009	0:00:00	7.107	16.571	25.757	2487.0
2.9.2009	0:00:00	3.773	18.464	24.909	2073.0
3.9.2009	0:00:00	3.194	17.805	26.198	1704.0
4.9.2009	0:00:00	13.474	18.818	25.194	1734.0
5.9.2009	0:00:00	4.033	18.454	25.963	1582.0
6.9.2009	0:00:00	0.0	17.613	26.718	1509.0
7.9.2009	0:00:00	9.983	18.48	25.528	1322.0
8.9.2009	0:00:00	15.209	17.891	27.083	1420.0
9.9.2009	0:00:00	3.459	19.284	26.262	1863.0
10.9.2009	0:00:00	3.539	18.509	26.452	1642.0
11.9.2009	0:00:00	21.604	16.76	25.418	1558.0
12.9.2009	0:00:00	0.0	18.65	25.142	1654.0
13.9.2009	0:00:00	0.354	17.051	26.419	1515.0
14.9.2009	0:00:00	1.558	18.655	25.515	1400.0
15.9.2009	0:00:00	13.754	18.961	24.144	1697.0
16.9.2009	0:00:00	4.981	18.392	24.344	2055.0
17.9.2009	0:00:00	8.659	17.841	24.389	1851.0
18.9.2009	0:00:00	0.046	17.936	27.391	2229.0
19.9.2009	0:00:00	0.0	17.453	27.184	1975.0
20.9.2009	0:00:00	31.365	17.827	25.326	1582.0
21.9.2009	0:00:00	0.985	18.832	26.335	1628.0
22.9.2009	0:00:00	17.269	18.155	25.948	1841.0
23.9.2009	0:00:00	0.002	16.618	27.041	1661.0
24.9.2009	0:00:00	0.053	18.004	27.319	1372.0
25.9.2009	0:00:00	0.903	17.911	26.607	1219.0
26.9.2009	0:00:00	8.936	17.698	25.059	1075.0
27.9.2009	0:00:00	0.0	17.947	24.69	1023.0
28.9.2009	0:00:00	8.068	17.789	25.139	995.4
29.9.2009	0:00:00	0.429	17.392	26.191	1118.0
30.9.2009	0:00:00	0.11	17.367	26.43	1099.0
1.10.2009	0:00:00	0.0	17.127	26.798	1070.0
2.10.2009	0:00:00	4.185	17.342	25.802	1011.0
3.10.2009	0:00:00	30.864	18.1	25.411	1025.0
4.10.2009	0:00:00	1.887	17.95	26.94	1265.0
5.10.2009	0:00:00	0.454	17.142	26.557	1495.0
6.10.2009	0:00:00	0.025	17.131	27.389	1256.0
7.10.2009	0:00:00	2.551	19.168	27.24	981.0
8.10.2009	0:00:00	8.181	18.173	25.399	921.0
9.10.2009	0:00:00	0.0	16.895	26.845	1056.0
10.10.2009	0:00:00	0.105	16.616	27.581	1271.0
11.10.2009	0:00:00	23.155	18.193	26.219	1145.0
12.10.2009	0:00:00	3.362	18.515	25.688	1246.0
13.10.2009	0:00:00	0.035	18.187	26.765	1315.0
14.10.2009	0:00:00	7.62	18.565	25.4	1199.0
15.10.2009	0:00:00	29.019	18.449	26.715	1069.0
16.10.2009	0:00:00	7.402	18.544	24.346	1377.0
17.10.2009	0:00:00	0.0	17.396	26.455	1785.0
18.10.2009	0:00:00	0.043	17.379	27.023	1469.0
19.10.2009	0:00:00	0.833	18.771	25.593	1151.0
20.10.2009	0:00:00	5.635	18.957	26.831	1065.0
21.10.2009	0:00:00	5.324	18.346	26.936	1100.0
22.10.2009	0:00:00	14.65	18.614	26.882	1083.0
23.10.2009	0:00:00	18.406	19.48	24.827	1175.0
24.10.2009	0:00:00	2.596	19.026	24.8	1073.0
25.10.2009	0:00:00	26.21	18.741	26.356	1380.0
26.10.2009	0:00:00	0.0	18.15	26.324	2282.0
27.10.2009	0:00:00	0.009	17.342	27.542	1893.0
28.10.2009	0:00:00	1.778	17.584	26.794	1502.0
29.10.2009	0:00:00	1.84	17.818	27.827	1285.0
30.10.2009	0:00:00	11.846	18.767	25.295	1092.0
