Dato	Time	P_mm	T_minC	T_maxC	F_MetaRiverStation
dd.mm.yyyy	hh:mm:ss	mm	grC	grC	m3/s
1.4.2000	0:00:00	0.139	17.831	26.173	743.0
2.4.2000	0:00:00	2.867	17.889	26.253	660.0
3.4.2000	0:00:00	15.641	17.857	23.652	562.0
4.4.2000	0:00:00	4.042	18.292	24.134	526.0
5.4.2000	0:00:00	4.777	18.331	24.073	684.0
6.4.2000	0:00:00	13.075	18.214	25.089	871.0
7.4.2000	0:00:00	27.444	18.408	22.714	830.0
8.4.2000	0:00:00	0.0	18.091	26.357	1071.0
9.4.2000	0:00:00	0.266	18.089	26.919	1150.0
10.4.2000	0:00:00	0.899	18.344	25.768	975.0
11.4.2000	0:00:00	8.456	18.612	25.303	818.0
12.4.2000	0:00:00	14.525	18.368	23.137	770.0
13.4.2000	0:00:00	12.202	18.158	25.15	823.0
14.4.2000	0:00:00	2.289	18.177	25.258	1024.0
15.4.2000	0:00:00	0.022	18.649	26.141	1060.0
16.4.2000	0:00:00	3.309	19.211	24.447	980.0
17.4.2000	0:00:00	23.649	18.469	23.77	822.0
18.4.2000	0:00:00	0.984	18.498	26.649	758.0
19.4.2000	0:00:00	1.888	18.754	26.676	878.0
20.4.2000	0:00:00	3.922	18.658	26.286	889.0
21.4.2000	0:00:00	12.884	18.464	24.546	812.0
22.4.2000	0:00:00	6.855	18.139	26.196	765.0
23.4.2000	0:00:00	16.213	18.965	24.774	756.0
24.4.2000	0:00:00	19.596	18.819	23.496	797.0
25.4.2000	0:00:00	1.984	18.072	25.779	958.0
26.4.2000	0:00:00	24.284	18.387	26.403	1214.0
27.4.2000	0:00:00	2.911	18.944	26.269	1252.0
28.4.2000	0:00:00	2.901	18.802	23.887	1231.0
29.4.2000	0:00:00	5.679	18.334	24.368	1143.0
30.4.2000	0:00:00	4.155	18.39	26.033	1095.0
1.5.2000	0:00:00	23.424	18.653	25.512	1118.0
2.5.2000	0:00:00	1.224	17.964	25.773	1480.0
3.5.2000	0:00:00	14.674	19.157	26.579	1508.0
4.5.2000	0:00:00	35.109	18.219	24.62	1577.0
5.5.2000	0:00:00	2.525	18.516	26.274	1646.0
6.5.2000	0:00:00	26.054	18.476	24.262	1660.0
7.5.2000	0:00:00	1.119	18.544	26.424	1994.0
8.5.2000	0:00:00	23.43	18.608	25.785	2133.0
9.5.2000	0:00:00	22.35	17.971	24.074	2445.0
10.5.2000	0:00:00	7.761	18.575	23.835	2496.0
11.5.2000	0:00:00	0.26	18.332	26.324	2589.0
12.5.2000	0:00:00	21.313	18.506	23.179	2603.0
13.5.2000	0:00:00	10.18	18.403	25.022	2754.0
14.5.2000	0:00:00	11.227	17.769	24.945	2880.0
15.5.2000	0:00:00	37.283	18.11	24.33	2925.0
16.5.2000	0:00:00	9.551	18.488	25.753	2978.0
17.5.2000	0:00:00	10.408	19.016	24.683	3020.0
18.5.2000	0:00:00	7.754	18.617	24.895	3045.0
19.5.2000	0:00:00	11.526	18.502	24.116	3036.0
20.5.2000	0:00:00	24.337	18.309	23.702	3013.0
21.5.2000	0:00:00	15.576	18.404	22.625	2998.0
22.5.2000	0:00:00	20.312	18.348	22.732	2974.0
23.5.2000	0:00:00	9.15	17.984	25.048	2966.0
24.5.2000	0:00:00	20.026	18.311	24.919	3003.0
25.5.2000	0:00:00	3.349	18.092	23.004	3066.0
26.5.2000	0:00:00	2.374	18.529	26.04	3155.0
27.5.2000	0:00:00	0.08	18.61	24.247	3223.0
28.5.2000	0:00:00	42.91	17.978	23.082	3161.0
29.5.2000	0:00:00	0.358	17.721	25.298	2971.0
30.5.2000	0:00:00	14.074	17.838	24.157	2976.0
31.5.2000	0:00:00	30.721	17.781	22.642	3023.0
1.6.2000	0:00:00	0.57	18.073	23.964	3140.0
2.6.2000	0:00:00	0.0	17.966	25.932	3207.0
3.6.2000	0:00:00	10.698	17.892	22.797	3032.0
4.6.2000	0:00:00	8.846	18.081	24.435	2757.0
5.6.2000	0:00:00	23.878	17.551	23.256	2578.0
6.6.2000	0:00:00	0.334	18.292	24.297	2688.0
7.6.2000	0:00:00	4.888	17.391	25.017	2473.0
8.6.2000	0:00:00	21.302	17.677	22.134	2225.0
9.6.2000	0:00:00	21.868	17.405	24.202	2241.0
10.6.2000	0:00:00	4.536	17.353	23.224	2577.0
11.6.2000	0:00:00	3.442	17.646	24.325	2477.0
12.6.2000	0:00:00	7.883	18.198	24.217	2268.0
13.6.2000	0:00:00	7.833	17.891	24.033	2041.0
14.6.2000	0:00:00	20.14	18.46	25.165	1997.0
15.6.2000	0:00:00	0.039	18.388	24.608	2059.0
16.6.2000	0:00:00	5.092	18.73	24.353	2040.0
17.6.2000	0:00:00	14.974	17.902	23.797	2009.0
18.6.2000	0:00:00	16.217	17.573	22.519	2100.0
19.6.2000	0:00:00	17.063	18.089	22.011	2363.0
20.6.2000	0:00:00	1.1	17.384	24.326	2449.0
21.6.2000	0:00:00	3.124	18.477	24.178	2332.0
22.6.2000	0:00:00	26.236	17.657	22.743	2201.0
23.6.2000	0:00:00	17.58	17.723	23.125	2294.0
24.6.2000	0:00:00	20.243	17.723	21.69	2487.0
25.6.2000	0:00:00	23.79	17.099	24.11	2770.0
26.6.2000	0:00:00	1.007	17.368	23.976	2947.0
27.6.2000	0:00:00	10.026	17.302	24.163	2959.0
28.6.2000	0:00:00	12.016	17.394	24.313	2891.0
29.6.2000	0:00:00	0.829	18.059	24.998	2803.0
30.6.2000	0:00:00	0.0	18.092	24.948	2452.0
1.7.2000	0:00:00	0.0	17.693	24.337	2140.0
2.7.2000	0:00:00	10.545	18.309	24.546	1830.0
3.7.2000	0:00:00	28.013	17.562	23.333	1657.0
4.7.2000	0:00:00	23.587	17.703	23.31	1787.0
5.7.2000	0:00:00	5.115	17.85	23.329	2265.0
6.7.2000	0:00:00	1.155	17.225	23.429	2164.0
7.7.2000	0:00:00	9.178	17.479	24.012	2287.0
8.7.2000	0:00:00	1.363	17.856	24.887	2244.0
9.7.2000	0:00:00	0.221	17.757	26.448	2010.0
10.7.2000	0:00:00	0.647	17.274	25.201	1746.0
11.7.2000	0:00:00	0.0	17.146	25.768	1531.0
12.7.2000	0:00:00	20.388	17.906	23.226	1388.0
13.7.2000	0:00:00	25.175	17.424	22.178	1397.0
14.7.2000	0:00:00	43.997	17.138	21.44	2142.0
15.7.2000	0:00:00	0.0	16.557	23.599	2655.0
16.7.2000	0:00:00	0.014	16.178	22.322	2641.0
17.7.2000	0:00:00	0.0	17.273	22.927	2440.0
18.7.2000	0:00:00	8.351	17.463	24.685	2402.0
19.7.2000	0:00:00	22.275	17.398	24.35	2343.0
20.7.2000	0:00:00	17.577	16.948	23.439	2187.0
21.7.2000	0:00:00	21.509	16.972	24.052	2295.0
22.7.2000	0:00:00	0.696	16.828	26.428	2388.0
23.7.2000	0:00:00	0.0	17.694	25.25	2127.0
24.7.2000	0:00:00	21.652	17.628	22.844	1853.0
25.7.2000	0:00:00	17.211	16.924	21.097	1926.0
26.7.2000	0:00:00	4.642	17.505	23.016	2316.0
27.7.2000	0:00:00	1.305	17.616	23.306	2296.0
28.7.2000	0:00:00	1.181	16.682	24.083	2670.0
29.7.2000	0:00:00	0.362	17.097	21.818	2748.0
30.7.2000	0:00:00	1.418	15.813	25.432	2663.0
31.7.2000	0:00:00	37.297	16.596	25.502	2468.0
1.8.2000	0:00:00	1.185	16.821	24.659	2076.0
2.8.2000	0:00:00	0.224	16.227	25.778	1806.0
3.8.2000	0:00:00	19.529	16.792	23.644	1672.0
4.8.2000	0:00:00	25.927	17.327	22.781	1886.0
5.8.2000	0:00:00	11.978	16.454	23.723	2339.0
6.8.2000	0:00:00	0.698	16.803	24.638	2188.0
7.8.2000	0:00:00	53.938	17.093	22.492	1900.0
8.8.2000	0:00:00	0.0	17.034	25.098	1960.0
9.8.2000	0:00:00	4.673	17.927	24.046	2040.0
10.8.2000	0:00:00	3.734	17.326	25.041	2088.0
11.8.2000	0:00:00	8.162	16.945	24.554	2142.0
12.8.2000	0:00:00	0.372	16.704	24.018	2515.0
13.8.2000	0:00:00	0.209	17.006	23.208	2245.0
14.8.2000	0:00:00	0.0	16.275	23.837	2290.0
15.8.2000	0:00:00	0.959	16.213	23.911	2020.0
16.8.2000	0:00:00	8.864	17.043	23.543	1773.0
17.8.2000	0:00:00	0.0	16.895	24.031	2040.0
18.8.2000	0:00:00	5.46	17.401	24.653	1980.0
19.8.2000	0:00:00	0.161	16.94	25.663	1821.0
20.8.2000	0:00:00	24.741	17.405	24.78	1788.0
21.8.2000	0:00:00	14.836	17.657	24.806	1622.0
22.8.2000	0:00:00	3.601	17.642	24.936	1525.0
23.8.2000	0:00:00	0.949	18.099	25.689	1590.0
24.8.2000	0:00:00	1.554	17.903	24.98	1705.0
25.8.2000	0:00:00	7.737	18.223	25.653	1539.0
26.8.2000	0:00:00	7.967	18.278	26.366	1586.0
27.8.2000	0:00:00	7.517	17.877	25.527	1629.0
28.8.2000	0:00:00	0.497	18.38	26.48	1940.0
29.8.2000	0:00:00	8.615	17.883	24.583	1701.0
30.8.2000	0:00:00	0.259	17.674	27.045	1841.0
31.8.2000	0:00:00	71.629	17.807	23.665	2305.0
1.9.2000	0:00:00	1.673	17.794	24.835	2813.0
2.9.2000	0:00:00	1.032	17.613	26.514	2711.0
3.9.2000	0:00:00	0.114	17.553	26.087	2236.0
4.9.2000	0:00:00	19.743	16.891	22.778	1980.0
5.9.2000	0:00:00	9.633	17.542	23.715	1976.0
6.9.2000	0:00:00	2.394	18.047	24.825	1872.0
7.9.2000	0:00:00	5.372	17.741	25.903	1821.0
8.9.2000	0:00:00	3.65	17.539	26.787	1662.0
9.9.2000	0:00:00	3.505	17.627	26.306	1525.0
10.9.2000	0:00:00	37.028	17.282	24.541	1738.0
11.9.2000	0:00:00	3.616	18.167	27.049	2116.0
12.9.2000	0:00:00	1.762	16.832	26.879	1884.0
13.9.2000	0:00:00	0.042	18.25	27.835	1676.0
14.9.2000	0:00:00	0.416	17.829	24.956	1532.0
15.9.2000	0:00:00	10.761	17.913	26.192	1380.0
16.9.2000	0:00:00	0.0	16.904	26.06	1361.0
17.9.2000	0:00:00	24.742	16.958	24.253	1518.0
18.9.2000	0:00:00	0.089	17.385	24.329	1604.0
19.9.2000	0:00:00	1.754	17.25	25.789	1770.0
20.9.2000	0:00:00	26.54	17.341	25.41	1842.0
21.9.2000	0:00:00	0.0	16.504	25.782	1599.0
22.9.2000	0:00:00	10.552	17.578	25.354	1424.0
23.9.2000	0:00:00	27.765	17.837	23.2	1366.0
24.9.2000	0:00:00	3.084	18.129	25.682	1757.0
25.9.2000	0:00:00	3.331	17.623	25.278	1844.0
26.9.2000	0:00:00	3.284	17.537	23.654	1616.0
27.9.2000	0:00:00	21.122	17.727	23.316	1726.0
28.9.2000	0:00:00	2.493	17.951	24.313	1871.0
29.9.2000	0:00:00	12.939	17.261	24.742	1789.0
30.9.2000	0:00:00	12.747	17.428	24.634	1656.0
1.10.2000	0:00:00	0.61	17.725	25.995	1945.0
2.10.2000	0:00:00	10.555	17.732	24.836	1981.0
3.10.2000	0:00:00	25.406	17.441	24.068	1909.0
4.10.2000	0:00:00	2.763	17.153	25.464	1990.0
5.10.2000	0:00:00	0.774	17.282	25.58	2067.0
6.10.2000	0:00:00	24.689	17.182	25.371	2021.0
7.10.2000	0:00:00	7.679	17.349	24.731	1997.0
8.10.2000	0:00:00	13.714	17.726	25.585	2133.0
9.10.2000	0:00:00	4.033	17.547	24.005	2132.0
10.10.2000	0:00:00	0.0	17.752	24.672	2238.0
11.10.2000	0:00:00	1.035	17.628	23.214	2069.0
12.10.2000	0:00:00	0.596	17.304	24.859	1939.0
13.10.2000	0:00:00	0.024	17.154	26.426	1748.0
14.10.2000	0:00:00	9.546	17.919	25.957	1544.0
15.10.2000	0:00:00	5.737	17.824	25.465	1447.0
16.10.2000	0:00:00	13.595	18.025	25.634	1552.0
17.10.2000	0:00:00	1.785	17.828	25.553	1539.0
18.10.2000	0:00:00	0.305	17.035	24.86	1383.0
19.10.2000	0:00:00	2.114	17.5	25.645	1328.0
20.10.2000	0:00:00	7.452	16.314	26.151	1416.0
21.10.2000	0:00:00	10.582	17.354	24.453	1633.0
22.10.2000	0:00:00	11.312	17.629	26.039	1562.0
23.10.2000	0:00:00	2.612	18.964	26.283	1510.0
24.10.2000	0:00:00	5.284	18.508	26.594	1503.0
25.10.2000	0:00:00	9.822	19.009	26.307	1474.0
26.10.2000	0:00:00	1.735	18.541	25.72	1467.0
27.10.2000	0:00:00	27.174	18.724	24.684	1482.0
28.10.2000	0:00:00	6.484	18.432	27.443	1560.0
29.10.2000	0:00:00	18.71	18.078	26.52	1505.0
30.10.2000	0:00:00	12.707	18.541	24.924	1518.0
31.10.2000	0:00:00	19.825	18.521	24.71	1593.0
1.11.2000	0:00:00	16.714	18.909	25.347	1706.0
2.11.2000	0:00:00	4.93	19.212	25.626	2047.0
3.11.2000	0:00:00	5.876	18.879	25.621	1996.0
4.11.2000	0:00:00	1.107	18.25	23.332	1817.0
5.11.2000	0:00:00	3.075	18.457	27.279	1490.0
6.11.2000	0:00:00	6.467	18.365	26.406	1309.0
7.11.2000	0:00:00	1.44	18.59	24.563	1192.0
8.11.2000	0:00:00	2.445	17.856	26.816	1100.0
9.11.2000	0:00:00	0.382	17.972	27.747	1091.0
10.11.2000	0:00:00	12.192	19.113	26.98	1053.0
11.11.2000	0:00:00	20.928	18.373	26.044	1053.0
12.11.2000	0:00:00	3.757	19.06	26.311	1322.0
13.11.2000	0:00:00	1.82	17.788	26.291	1328.0
14.11.2000	0:00:00	1.773	18.366	26.26	1117.0
15.11.2000	0:00:00	0.864	17.396	26.1	940.0
16.11.2000	0:00:00	10.881	18.216	25.886	933.0
17.11.2000	0:00:00	35.475	18.559	21.608	993.0
18.11.2000	0:00:00	12.107	17.938	22.926	1793.0
19.11.2000	0:00:00	12.547	17.876	26.039	2239.0
20.11.2000	0:00:00	0.0	18.299	25.741	2327.0
21.11.2000	0:00:00	0.0	17.173	26.563	1889.0
22.11.2000	0:00:00	0.082	16.682	25.798	1589.0
23.11.2000	0:00:00	0.023	16.906	24.589	1226.0
24.11.2000	0:00:00	1.408	17.262	23.424	1118.0
25.11.2000	0:00:00	0.0	17.826	25.446	1184.0
26.11.2000	0:00:00	0.202	16.754	25.373	1319.0
27.11.2000	0:00:00	2.127	16.647	25.406	1125.0
28.11.2000	0:00:00	21.878	17.332	26.127	1039.0
29.11.2000	0:00:00	3.241	18.553	23.627	1142.0
30.11.2000	0:00:00	0.0	17.678	24.055	1249.0
1.12.2000	0:00:00	0.0	17.925	26.564	1179.0
2.12.2000	0:00:00	11.007	17.197	24.834	1115.0
3.12.2000	0:00:00	0.007	17.132	26.51	1359.0
4.12.2000	0:00:00	0.864	18.095	25.608	1456.0
5.12.2000	0:00:00	0.0	18.152	26.603	1281.0
6.12.2000	0:00:00	0.084	17.74	25.755	1183.0
7.12.2000	0:00:00	0.0	18.661	24.464	1071.0
8.12.2000	0:00:00	16.158	18.618	24.815	963.0
9.12.2000	0:00:00	0.039	17.952	24.053	906.0
10.12.2000	0:00:00	0.0	18.747	25.758	892.0
11.12.2000	0:00:00	0.023	17.474	25.996	882.0
12.12.2000	0:00:00	0.0	17.543	25.649	849.0
13.12.2000	0:00:00	0.0	16.598	26.914	773.0
14.12.2000	0:00:00	0.112	16.229	26.029	706.0
15.12.2000	0:00:00	0.0	17.21	24.702	646.0
16.12.2000	0:00:00	0.0	17.489	25.386	608.0
17.12.2000	0:00:00	0.0	17.789	24.859	589.0
18.12.2000	0:00:00	0.0	16.742	23.25	540.0
19.12.2000	0:00:00	0.0	17.872	23.164	538.0
20.12.2000	0:00:00	0.308	17.546	24.648	546.0
21.12.2000	0:00:00	0.028	16.32	26.214	532.0
22.12.2000	0:00:00	0.012	15.885	26.662	512.0
23.12.2000	0:00:00	0.0	17.632	26.578	495.0
24.12.2000	0:00:00	3.635	18.363	25.222	477.0
25.12.2000	0:00:00	1.294	18.384	25.122	448.0
26.12.2000	0:00:00	0.267	17.869	25.945	453.0
27.12.2000	0:00:00	0.201	17.548	25.218	494.0
28.12.2000	0:00:00	8.921	17.71	25.107	527.0
29.12.2000	0:00:00	46.15	18.173	22.749	517.0
30.12.2000	0:00:00	6.935	17.491	24.512	712.0
31.12.2000	0:00:00	4.644	17.558	25.187	1118.0
1.1.2001	0:00:00	3.078	17.825	25.896	1061.0
2.1.2001	0:00:00	0.0	16.385	26.202	884.0
3.1.2001	0:00:00	0.001	13.867	26.515	792.0
4.1.2001	0:00:00	0.041	13.806	28.06	698.0
5.1.2001	0:00:00	0.141	15.981	26.396	589.0
6.1.2001	0:00:00	0.654	17.372	26.747	534.0
7.1.2001	0:00:00	0.0	16.189	26.917	460.0
8.1.2001	0:00:00	0.0	16.082	27.59	403.0
9.1.2001	0:00:00	0.071	17.118	26.802	411.0
10.1.2001	0:00:00	0.002	16.711	28.097	394.0
11.1.2001	0:00:00	1.028	17.697	27.151	428.0
12.1.2001	0:00:00	0.0	16.903	26.795	409.0
13.1.2001	0:00:00	0.024	17.261	26.204	388.0
14.1.2001	0:00:00	0.509	16.65	27.261	374.0
15.1.2001	0:00:00	0.447	16.381	27.482	346.0
16.1.2001	0:00:00	0.067	17.085	26.167	342.0
17.1.2001	0:00:00	8.511	17.822	25.496	346.0
18.1.2001	0:00:00	0.886	17.86	24.958	377.0
19.1.2001	0:00:00	0.131	17.75	25.956	384.0
20.1.2001	0:00:00	0.17	17.83	26.036	383.0
21.1.2001	0:00:00	0.0	17.417	26.6	365.0
22.1.2001	0:00:00	0.063	16.419	26.322	343.0
23.1.2001	0:00:00	0.05	16.966	26.364	332.0
24.1.2001	0:00:00	0.0	17.077	27.283	340.0
25.1.2001	0:00:00	0.0	17.078	26.404	340.0
26.1.2001	0:00:00	0.0	17.398	26.224	328.0
27.1.2001	0:00:00	0.007	15.187	27.13	313.0
28.1.2001	0:00:00	0.0	16.137	28.488	304.0
29.1.2001	0:00:00	0.0	16.449	28.166	287.0
30.1.2001	0:00:00	0.0	14.073	27.243	276.0
31.1.2001	0:00:00	0.698	15.838	27.323	285.0
1.2.2001	0:00:00	0.039	17.181	27.152	295.0
2.2.2001	0:00:00	0.711	17.407	26.766	289.0
3.2.2001	0:00:00	3.923	16.873	27.265	285.0
4.2.2001	0:00:00	0.18	16.943	26.744	270.0
5.2.2001	0:00:00	1.301	16.907	25.46	254.0
6.2.2001	0:00:00	4.602	17.502	25.935	253.0
7.2.2001	0:00:00	0.633	17.929	24.393	268.0
8.2.2001	0:00:00	0.155	18.31	25.116	282.0
9.2.2001	0:00:00	0.963	18.028	26.245	307.0
10.2.2001	0:00:00	1.355	17.527	27.325	337.0
11.2.2001	0:00:00	0.0	16.327	27.831	359.0
12.2.2001	0:00:00	0.0	17.134	27.345	335.0
13.2.2001	0:00:00	0.0	17.709	27.608	314.0
14.2.2001	0:00:00	0.0	17.469	27.22	313.0
15.2.2001	0:00:00	0.413	17.291	27.319	302.0
16.2.2001	0:00:00	0.516	17.097	28.683	279.0
17.2.2001	0:00:00	0.0	16.491	28.24	270.0
18.2.2001	0:00:00	0.0	17.791	28.451	267.0
19.2.2001	0:00:00	0.512	17.999	27.797	256.0
20.2.2001	0:00:00	0.197	18.835	27.631	252.0
21.2.2001	0:00:00	3.061	18.9	25.19	256.0
22.2.2001	0:00:00	4.379	18.75	26.2	259.0
23.2.2001	0:00:00	0.662	18.393	27.029	259.0
24.2.2001	0:00:00	0.0	18.619	27.104	248.0
25.2.2001	0:00:00	0.436	18.057	27.434	244.0
26.2.2001	0:00:00	0.019	19.158	26.055	236.0
27.2.2001	0:00:00	3.458	19.142	26.959	237.0
28.2.2001	0:00:00	0.362	19.173	26.772	242.0
1.3.2001	0:00:00	1.171	19.488	27.053	244.0
2.3.2001	0:00:00	0.0	19.453	27.159	239.0
3.3.2001	0:00:00	1.703	19.217	29.198	232.0
4.3.2001	0:00:00	14.572	19.786	27.798	234.0
5.3.2001	0:00:00	6.364	17.728	26.178	236.0
6.3.2001	0:00:00	13.238	18.374	28.159	245.0
7.3.2001	0:00:00	6.497	19.683	26.908	283.0
8.3.2001	0:00:00	0.711	18.493	27.498	295.0
9.3.2001	0:00:00	7.65	18.831	27.939	298.0
10.3.2001	0:00:00	2.164	18.536	27.027	340.0
11.3.2001	0:00:00	0.0	17.654	28.859	399.0
12.3.2001	0:00:00	0.0	16.981	27.408	402.0
13.3.2001	0:00:00	0.002	16.945	29.235	397.0
14.3.2001	0:00:00	0.954	17.699	29.083	371.0
15.3.2001	0:00:00	0.216	19.654	27.836	329.0
16.3.2001	0:00:00	0.998	18.86	27.07	319.0
17.3.2001	0:00:00	0.04	18.781	26.915	315.0
18.3.2001	0:00:00	0.117	18.623	27.142	313.0
19.3.2001	0:00:00	2.82	19.098	24.554	252.0
20.3.2001	0:00:00	13.14	18.706	26.802	287.0
21.3.2001	0:00:00	4.819	18.77	25.254	329.0
22.3.2001	0:00:00	11.855	18.274	26.228	411.0
23.3.2001	0:00:00	12.632	18.519	25.297	520.0
24.3.2001	0:00:00	6.23	18.353	25.177	510.0
25.3.2001	0:00:00	0.0	18.235	28.11	534.0
26.3.2001	0:00:00	0.051	17.978	27.714	594.0
27.3.2001	0:00:00	4.29	17.833	27.367	548.0
28.3.2001	0:00:00	3.02	19.425	26.689	492.0
29.3.2001	0:00:00	9.235	18.349	24.731	466.0
30.3.2001	0:00:00	6.502	18.598	26.901	378.0
31.3.2001	0:00:00	4.699	17.682	27.108	436.0
1.4.2001	0:00:00	8.865	18.081	26.674	442.0
2.4.2001	0:00:00	0.123	18.585	26.664	442.0
3.4.2001	0:00:00	0.127	18.585	27.32	409.0
4.4.2001	0:00:00	0.635	18.29	25.908	397.0
5.4.2001	0:00:00	19.628	18.166	23.024	385.0
6.4.2001	0:00:00	0.0	18.504	25.516	514.0
7.4.2001	0:00:00	20.84	18.934	23.722	635.0
8.4.2001	0:00:00	0.0	18.372	26.863	718.0
9.4.2001	0:00:00	2.223	18.656	25.9	880.0
10.4.2001	0:00:00	5.33	17.266	25.981	738.0
11.4.2001	0:00:00	35.358	18.173	25.654	591.0
12.4.2001	0:00:00	0.073	18.919	24.711	899.0
13.4.2001	0:00:00	16.595	18.576	25.397	1050.0
14.4.2001	0:00:00	0.251	18.145	23.914	936.0
15.4.2001	0:00:00	6.279	17.932	25.208	882.0
16.4.2001	0:00:00	8.822	18.437	24.044	843.0
17.4.2001	0:00:00	5.235	18.468	23.15	845.0
18.4.2001	0:00:00	1.603	18.07	26.451	875.0
19.4.2001	0:00:00	3.121	17.871	24.909	888.0
20.4.2001	0:00:00	0.336	18.464	28.287	775.0
21.4.2001	0:00:00	0.041	18.2	28.019	725.0
22.4.2001	0:00:00	0.128	18.144	27.03	664.0
23.4.2001	0:00:00	1.441	18.275	25.708	556.0
24.4.2001	0:00:00	0.549	19.099	27.058	486.0
25.4.2001	0:00:00	0.247	18.18	24.568	478.0
26.4.2001	0:00:00	19.241	18.908	24.03	432.0
27.4.2001	0:00:00	9.204	18.562	26.278	542.0
28.4.2001	0:00:00	1.712	18.717	24.491	698.0
29.4.2001	0:00:00	6.071	18.736	25.741	803.0
30.4.2001	0:00:00	23.998	18.877	25.884	891.0
1.5.2001	0:00:00	4.101	18.815	25.896	1045.0
2.5.2001	0:00:00	5.301	19.153	25.972	966.0
3.5.2001	0:00:00	41.763	18.423	22.921	961.0
4.5.2001	0:00:00	28.469	18.71	25.128	1662.0
5.5.2001	0:00:00	0.0	17.799	25.454	1784.0
6.5.2001	0:00:00	3.028	18.915	26.217	1876.0
7.5.2001	0:00:00	22.798	18.824	25.441	1828.0
8.5.2001	0:00:00	23.374	18.624	22.807	1781.0
9.5.2001	0:00:00	12.213	18.365	25.665	2012.0
10.5.2001	0:00:00	1.72	19.143	27.19	2120.0
11.5.2001	0:00:00	8.652	18.595	25.046	2032.0
12.5.2001	0:00:00	1.663	18.655	25.264	1908.0
13.5.2001	0:00:00	2.456	18.98	25.099	1582.0
14.5.2001	0:00:00	3.23	18.496	26.039	1361.0
15.5.2001	0:00:00	17.815	18.474	24.931	1434.0
16.5.2001	0:00:00	2.653	17.657	26.399	1640.0
17.5.2001	0:00:00	4.54	18.205	26.509	1402.0
18.5.2001	0:00:00	11.57	19.06	25.483	1236.0
19.5.2001	0:00:00	41.028	18.254	23.873	1274.0
20.5.2001	0:00:00	6.492	18.32	25.036	1895.0
21.5.2001	0:00:00	3.773	18.483	23.998	2229.0
22.5.2001	0:00:00	0.198	17.273	26.469	2231.0
23.5.2001	0:00:00	18.388	18.883	27.299	2052.0
24.5.2001	0:00:00	10.298	17.954	26.654	1896.0
25.5.2001	0:00:00	1.26	18.462	25.932	1806.0
26.5.2001	0:00:00	18.134	18.081	25.432	1798.0
27.5.2001	0:00:00	9.443	18.183	26.915	1826.0
28.5.2001	0:00:00	25.301	18.015	23.915	1900.0
29.5.2001	0:00:00	20.576	18.281	25.408	2260.0
30.5.2001	0:00:00	3.744	18.194	23.422	2453.0
31.5.2001	0:00:00	0.055	17.39	24.944	2431.0
1.6.2001	0:00:00	0.246	17.506	24.503	2240.0
2.6.2001	0:00:00	25.448	17.707	24.012	1980.0
3.6.2001	0:00:00	11.0	17.16	22.99	2044.0
4.6.2001	0:00:00	5.294	16.618	23.784	1869.0
5.6.2001	0:00:00	0.247	16.843	24.035	1762.0
6.6.2001	0:00:00	23.091	17.601	23.771	1737.0
7.6.2001	0:00:00	11.05	17.588	25.053	1734.0
8.6.2001	0:00:00	2.774	18.156	22.975	1744.0
9.6.2001	0:00:00	4.317	18.278	24.39	1611.0
10.6.2001	0:00:00	30.095	17.661	23.793	1460.0
11.6.2001	0:00:00	3.907	17.889	22.74	1690.0
12.6.2001	0:00:00	18.498	17.05	22.869	1884.0
13.6.2001	0:00:00	2.732	17.076	25.353	1842.0
14.6.2001	0:00:00	7.551	17.394	24.007	1860.0
15.6.2001	0:00:00	15.125	17.489	24.749	1777.0
16.6.2001	0:00:00	0.003	17.809	25.841	1860.0
17.6.2001	0:00:00	59.009	17.575	25.117	1844.0
18.6.2001	0:00:00	22.793	17.964	24.624	1833.0
19.6.2001	0:00:00	22.777	18.204	22.958	1940.0
20.6.2001	0:00:00	13.748	17.574	20.895	1992.0
21.6.2001	0:00:00	2.085	16.201	20.012	2772.0
22.6.2001	0:00:00	0.0	15.71	22.696	2910.0
23.6.2001	0:00:00	0.0	16.714	20.127	2920.0
24.6.2001	0:00:00	0.0	16.304	21.727	2895.0
25.6.2001	0:00:00	0.0	17.649	22.018	2793.0
26.6.2001	0:00:00	17.127	17.728	23.074	2506.0
27.6.2001	0:00:00	5.181	17.626	23.618	2422.0
28.6.2001	0:00:00	11.61	17.595	23.546	2616.0
29.6.2001	0:00:00	1.225	17.211	23.244	2854.0
30.6.2001	0:00:00	0.138	17.757	22.344	2966.0
1.7.2001	0:00:00	2.768	17.49	24.861	2961.0
2.7.2001	0:00:00	2.05	17.536	22.488	2808.0
3.7.2001	0:00:00	0.18	18.498	25.444	2550.0
4.7.2001	0:00:00	7.579	18.078	24.406	2361.0
5.7.2001	0:00:00	17.934	17.879	24.036	2264.0
6.7.2001	0:00:00	7.171	17.765	21.911	2339.0
7.7.2001	0:00:00	0.0	17.039	24.142	2721.0
8.7.2001	0:00:00	2.666	17.503	23.77	2644.0
9.7.2001	0:00:00	2.911	16.707	23.31	2444.0
10.7.2001	0:00:00	28.184	17.508	24.281	2488.0
11.7.2001	0:00:00	14.656	17.302	24.869	2638.0
12.7.2001	0:00:00	26.323	18.203	23.156	2598.0
13.7.2001	0:00:00	20.96	17.231	22.665	2581.0
